Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,New_Item_type,Outlet_Age,Item_Age,Visibility_Avg,Visibility_Ratio,Item_MRP_Log,Item_Weight_x_Item_Visibility,Item_Weight_x_Outlet_Age,MRP_x_Visibility,Visibility_x_Size,Visibility_x_Tier,Visibility_x_OutletType
NCZ53,9.6,Low Fat,0.024515221,Health and Hygiene,189.2214,OUT049,1999,Medium,Tier 1,Supermarket Type1,3956.8494,Non-Consumable,14,1960.0,0.027775456799999997,0.8826217036329715,5.24818865692622,0.23534612159999999,134.4,4.6388044389294,0.049030442,0.024515221,0.024515221
FDW40,14.0,Regular,0.105125569,Frozen Foods,143.2812,OUT035,2004,Small,Tier 2,Supermarket Type1,3277.0676,FOOD,9,1973.0,0.12295917949999999,0.8549631627950154,4.9717641731618265,1.471757966,126.0,15.062517677002802,0.105125569,0.210251138,0.105125569
FDS52,8.89,Low Fat,0.00547348,Frozen Foods,100.5016,OUT035,2004,Small,Tier 2,Supermarket Type1,1315.6208,FOOD,9,1961.0,0.0064540375,0.8480706844359055,4.620074561904397,0.048659237200000004,80.01,0.550093497568,0.00547348,0.01094696,0.00547348
FDM58,16.85,Regular,0.133385398,Snack Foods,109.8544,OUT010,1998,Small,Tier 3,Grocery Store,223.7088,FOOD,15,1955.0,0.0905712162,1.4727128948501411,4.708217628553769,2.2475439563,252.75000000000003,14.652972866051199,0.133385398,0.40015619399999997,0.0
NCE54,20.7,Low Fat,0.047098175,Household,75.5354,OUT019,1985,Small,Tier 1,Grocery Store,150.4708,Non-Consumable,28,1959.0,0.029792326714285715,1.5808827370779321,4.337753378897035,0.9749322225,579.6,3.5575794878949996,0.047098175,0.047098175,0.0
FDS11,7.05,Regular,0.055548003,Breads,225.3088,OUT035,2004,Small,Tier 2,Supermarket Type1,5816.4288,FOOD,9,2002.0,0.06253156833333333,0.8883193638114679,5.421900438317371,0.39161342115,63.449999999999996,12.515453898326399,0.055548003,0.111096006,0.055548003
FDL20,17.1,Low Fat,0.128614205,Fruits and Vegetables,111.6886,OUT049,1999,Medium,Tier 1,Supermarket Type1,1556.6404,FOOD,14,1993.0,0.14234115,0.9035630595930974,4.724628262424489,2.1993029055,239.40000000000003,14.364740496563,0.25722841,0.128614205,0.128614205
FDX13,7.725,Low Fat,0.047551568,Canned,249.1092,OUT027,1985,Medium,Tier 3,Supermarket Type3,8217.3036,FOOD,28,2000.0,0.0477870386,0.9950725006843174,5.521897622492897,0.3673358628,216.29999999999998,11.8455330632256,0.095103136,0.14265470400000002,0.14265470400000002
FDR21,19.7,Low Fat,0.066879757,Snack Foods,174.437,OUT013,1987,High,Tier 3,Supermarket Type1,1587.933,FOOD,26,1992.0,0.07339131057142857,0.9112762325576519,5.167280004100228,1.3175312128999999,512.1999999999999,11.666304171809001,0.200639271,0.200639271,0.066879757
FDV28,16.1,Regular,0.160379061,Frozen Foods,33.6558,OUT018,2009,Medium,Tier 3,Supermarket Type2,203.7348,FOOD,4,1985.0,0.1717461421247619,0.9338146348783514,3.5454650997954644,2.5821028821,64.4,5.3976856012038,0.320758122,0.48113718299999997,0.320758122
FDZ51,11.3,Regular,0.054861393,Meat,96.9094,OUT017,2007,Small,Tier 2,Supermarket Type1,952.094,FOOD,6,1962.0,0.061921066600000005,0.8859891473510244,4.584042561270398,0.6199337409000001,67.80000000000001,5.3165846787942,0.054861393,0.109722786,0.054861393
FDD46,6.035,Low Fat,0.141542481,Snack Foods,153.1998,OUT045,2002,Small,Tier 2,Supermarket Type1,1537.998,FOOD,11,1967.0,0.16953771251333336,0.8348731317751402,5.038249164111527,0.854208872835,66.385,21.6842797807038,0.141542481,0.283084962,0.141542481
FDE23,17.6,Regular,0.053397642,Starchy Foods,46.706,OUT018,2009,Medium,Tier 3,Supermarket Type2,699.09,FOOD,4,1990.0,0.05333481650000001,1.0011779453670755,3.8650571761474013,0.9397984992000001,70.4,2.4939902672520002,0.106795284,0.160192926,0.106795284
NCF55,6.675,Low Fat,0.021710275,Household,34.9874,OUT045,2002,Small,Tier 2,Supermarket Type1,247.0118,Non-Consumable,11,1958.0,0.021674971666666668,1.001628760299033,3.5831688771918144,0.144916085625,73.425,0.759586075535,0.021710275,0.04342055,0.021710275
FDU12,15.5,Regular,0.075688032,Baking Goods,262.9568,OUT013,1987,High,Tier 3,Supermarket Type1,1845.5976,FOOD,26,2001.0,0.08775726466666667,0.8624702728314299,5.575785453392789,1.173164496,403.0,19.9026826930176,0.227064096,0.227064096,0.075688032
FDZ22,9.395,Low Fat,0.045340279,Snack Foods,85.025,OUT049,1999,Medium,Tier 1,Supermarket Type1,2080.625,FOOD,14,1991.0,0.0521080726,0.8701200550641744,4.454637951683544,0.42597192120499994,131.53,3.855057221975,0.090680558,0.045340279,0.045340279
FDI44,16.1,Low Fat,0.100149459,Fruits and Vegetables,78.4328,OUT013,1987,High,Tier 3,Supermarket Type1,1158.492,FOOD,26,1969.0,0.10027137024999999,0.9987841868551707,4.37491138118828,1.6124062899,418.6,7.8550024878552,0.300448377,0.300448377,0.100149459
FDH50,15.0,Regular,0.162348584,Canned,185.9266,OUT017,2007,Small,Tier 2,Supermarket Type1,4610.665,FOOD,6,1963.0,0.161571373,1.0048103261460803,5.2307160264320665,2.4352287599999998,90.0,30.1849202379344,0.162348584,0.324697168,0.162348584
FDE57,9.6,Low Fat,0.036341539,Fruits and Vegetables,142.9154,OUT049,1999,Medium,Tier 1,Supermarket Type1,3261.7542,FOOD,14,1956.0,0.03629906275,1.0011701748414978,4.969225626930252,0.3488787744,134.4,5.1937655828006,0.072683078,0.036341539,0.036341539
DRJ51,14.1,Low Fat,0.087920675,Dairy,228.5668,OUT013,1987,High,Tier 3,Supermarket Type1,1151.834,Drinks,26,1962.0,0.08814048049999999,0.9975061912670196,5.436194054686788,1.2396815175,366.59999999999997,20.09574733859,0.263762025,0.263762025,0.087920675
FDX52,11.5,Regular,0.042087749,Frozen Foods,192.682,OUT045,2002,Small,Tier 2,Supermarket Type1,3861.64,FOOD,11,1961.0,0.0484074524,0.8694477175171482,5.2662176388879285,0.48400911350000003,126.5,8.109551652818,0.042087749,0.084175498,0.042087749
DRN47,12.1,Low Fat,0.016921927,Hard Drinks,178.366,OUT017,2007,Small,Tier 2,Supermarket Type1,4314.384,Drinks,6,1966.0,0.018255372375000002,0.9269560024518535,5.189428411039089,0.2047553167,72.6,3.018296431282,0.016921927,0.033843854,0.016921927
FDT21,7.42,Low Fat,0.020423549,Snack Foods,249.0092,OUT049,1999,Medium,Tier 1,Supermarket Type1,2988.1104,FOOD,14,1992.0,0.02042765157142857,0.9997991657820173,5.521497717185143,0.15154273358,103.88,5.085651597650799,0.040847098,0.020423549,0.020423549
FDY21,15.1,Low Fat,0.173833129,Snack Foods,196.511,OUT045,2002,Small,Tier 2,Supermarket Type1,4713.864,FOOD,11,1992.0,0.19300900384,0.90064777052631,5.285794278992732,2.6248802479,166.1,34.160122012919,0.173833129,0.347666258,0.173833129
FDG21,17.35,Regular,0.2262488690400001,Seafood,151.005,OUT019,1985,Small,Tier 1,Grocery Store,149.805,FOOD,28,1992.0,0.16330946594000004,1.3853996015339616,5.023913415042099,3.9254178778440023,485.80000000000007,34.16471046938521,0.2262488690400001,0.2262488690400001,0.0
FDS58,9.285,Regular,0.021002641,Snack Foods,161.1578,OUT035,2004,Small,Tier 2,Supermarket Type1,4011.445,FOOD,9,1955.0,0.02102006525,0.9991710658462394,5.0885699352041565,0.195009521685,83.565,3.3847394177498,0.021002641,0.042005282,0.021002641
FDA26,7.855,Regular,0.087688251,Dairy,220.1482,OUT018,2009,Medium,Tier 3,Supermarket Type2,4600.0122,FOOD,4,1987.0,0.087688251,1.0,5.398833065009224,0.688791211605,31.42,19.304410618798197,0.175376502,0.263064753,0.175376502
FDY16,18.35,Regular,0.091780142,Frozen Foods,182.5266,OUT027,1985,Medium,Tier 3,Supermarket Type3,6454.931,FOOD,28,1997.0,0.10600956659999998,0.8657722594632323,5.212359616117131,1.6841656057,513.8000000000001,16.7523172667772,0.183560284,0.27534042599999997,0.27534042599999997
FDF20,12.85,Low Fat,0.033220169,Fruits and Vegetables,196.6768,OUT046,1997,Small,Tier 1,Supermarket Type1,2759.0752,FOOD,16,1993.0,0.036939184,0.8993205967949914,5.286633373771104,0.42687917165,205.6,6.5336365343792,0.033220169,0.033220169,0.033220169
FDI15,13.8,Low Fat,0.141234932,Dairy,263.7884,OUT013,1987,High,Tier 3,Supermarket Type1,5564.7564,FOOD,26,1998.0,0.1591709021066667,0.8873162753412863,5.578931016456789,1.9490420616000002,358.8,37.256136736388804,0.423704796,0.423704796,0.141234932
FDC47,15.0,Low Fat,0.19899855,Snack Foods,226.5694,OUT010,1998,Small,Tier 3,Grocery Store,913.4776,FOOD,15,1966.0,0.147221209,1.351697566890651,5.427455246816261,2.98497825,225.0,45.08698207437,0.19899855,0.59699565,0.0
FDL08,10.8,Low Fat,0.049709624,Fruits and Vegetables,246.8144,OUT035,2004,Small,Tier 2,Supermarket Type1,2450.144,FOOD,9,2005.0,0.04973411233333333,0.9995076149510983,5.5126800788867865,0.5368639392000001,97.2,12.2690510217856,0.049709624,0.099419248,0.049709624
FDF08,14.3,Regular,0.065153295,Fruits and Vegetables,88.4856,OUT013,1987,High,Tier 3,Supermarket Type1,1406.1696,FOOD,26,2005.0,0.07400799400000001,0.8803548303173843,4.494077718481257,0.9316921185,371.8,5.765128400052,0.195459885,0.195459885,0.065153295
FDN03,9.8,Regular,0.015087112,Meat,250.1408,OUT035,2004,Small,Tier 2,Supermarket Type1,4005.4528,FOOD,9,2010.0,0.0193744114,0.7787133084208174,5.526013738029982,0.1478536976,88.2,3.7739022653696,0.015087112,0.030174224,0.015087112
FDG34,11.5,Regular,0.037782943,Snack Foods,106.6254,OUT017,2007,Small,Tier 2,Supermarket Type1,325.5762,FOOD,6,1979.0,0.04121846014285714,0.9166510070742541,4.678656679349583,0.4345038445,69.0,4.0286214105522,0.037782943,0.075565886,0.037782943
FDA56,9.21,Low Fat,0.008782561,Fruits and Vegetables,119.8414,OUT045,2002,Small,Tier 2,Supermarket Type1,1340.2554,FOOD,11,1957.0,0.0087611188,1.0024474271482313,4.794478942019052,0.08088738681,101.31,1.0525144058254,0.008782561,0.017565122,0.008782561
NCI17,8.645,Low Fat,0.142728113,Health and Hygiene,95.141,OUT027,1985,Medium,Tier 3,Supermarket Type3,2510.066,Non-Consumable,28,1996.0,0.14356805683333332,0.9941495075446455,4.565815863909535,1.2338845368849998,242.06,13.579295398933,0.285456226,0.42818433899999997,0.42818433899999997
NCO17,10.0,Low Fat,0.073493831,Health and Hygiene,118.344,OUT049,1999,Medium,Tier 1,Supermarket Type1,1797.66,Non-Consumable,14,1996.0,0.08264165216666666,0.8893073779766902,4.7820100792128075,0.73493831,140.0,8.697553935863999,0.146987662,0.073493831,0.073493831
FDK55,18.5,Low Fat,0.025907416,Meat,87.7172,OUT017,2007,Small,Tier 2,Supermarket Type1,802.9548,FOOD,6,1958.0,0.0290317485,0.8923822139062688,4.485453782580154,0.47928719599999997,111.0,2.2725259907552,0.025907416,0.051814832,0.025907416
FDD10,20.6,Regular,0.046280998,Snack Foods,177.4344,OUT017,2007,Small,Tier 2,Supermarket Type1,1962.7784,FOOD,6,2003.0,0.05123543066666666,0.9033006534306351,5.184221026669644,0.9533885588,123.60000000000001,8.2118411115312,0.046280998,0.092561996,0.046280998
NCH18,9.3,Low Fat,0.044624064,Household,245.4802,OUT013,1987,High,Tier 3,Supermarket Type1,3193.8426,Non-Consumable,26,1995.0,0.049674896,0.8983222430903528,5.507281665712945,0.4150037952,241.8,10.954324155532799,0.133872192,0.133872192,0.044624064
NCA53,11.395,Low Fat,0.009898492,Health and Hygiene,48.8034,OUT045,2002,Small,Tier 2,Supermarket Type1,777.6544,Non-Consumable,11,1960.0,0.011136618000000001,0.8888238781288897,3.908083254792475,0.11279331633999999,125.345,0.48308006447280005,0.009898492,0.019796984,0.009898492
DRJ24,11.8,Low Fat,0.189689886,Soft Drinks,184.3924,OUT010,1998,Small,Tier 3,Grocery Store,370.1848,Drinks,15,1989.0,0.1336853815,1.4189276633810555,5.222474659842782,2.2383406548,177.0,34.9773733352664,0.189689886,0.569069658,0.0
DRN35,8.01,Low Fat,0.070189131,Hard Drinks,37.9532,OUT013,1987,High,Tier 3,Supermarket Type1,826.9236,Drinks,26,1978.0,0.0781902735,0.8976708720682502,3.6623609255531275,0.56221493931,208.26,2.6639021266692002,0.210567393,0.210567393,0.070189131
FDC47,15.0,Low Fat,0.119374946,Snack Foods,229.3694,OUT018,2009,Medium,Tier 3,Supermarket Type2,5024.1268,FOOD,4,1966.0,0.147221209,0.8108542703245971,5.4396841075013755,1.79062419,60.0,27.3809597390524,0.238749892,0.358124838,0.238749892
FDN48,13.35,Low Fat,0.065215312,Baking Goods,93.4804,OUT018,2009,Medium,Tier 3,Supermarket Type2,1102.5648,FOOD,4,1965.0,0.0747185518,0.8728128480670043,4.548392405580399,0.8706244151999999,53.4,6.0963534518848,0.130430624,0.195645936,0.130430624
FDR27,15.1,Regular,0.095635061,Meat,130.7942,OUT027,1985,Medium,Tier 3,Supermarket Type3,3047.3666,FOOD,28,1986.0,0.10545557542857142,0.9068753416909361,4.881241615030309,1.4440894211,422.8,12.508511295446198,0.191270122,0.286905183,0.286905183
FDS33,6.669999999999999,Regular,0.216107535,Snack Foods,86.8514,OUT019,1985,Small,Tier 1,Grocery Store,354.2056,FOOD,28,1980.0,0.13673129314285715,1.5805272519013653,4.475646750761105,1.4414372584499997,186.75999999999996,18.769241965299,0.216107535,0.216107535,0.0
DRL11,10.5,Low Fat,0.048009081,Hard Drinks,157.0946,OUT035,2004,Small,Tier 2,Supermarket Type1,2209.1244,Drinks,9,2002.0,0.0480433672,0.9992863489385067,5.0631935880343875,0.5040953505,94.5,7.541967376062601,0.048009081,0.096018162,0.048009081
FDQ21,21.25,Low Fat,0.019533098,Snack Foods,120.4756,OUT017,2007,Small,Tier 2,Supermarket Type1,1938.8096,FOOD,6,1992.0,0.01946363433333333,1.003568894969821,4.799713419567688,0.4150783325,127.5,2.3532617014087998,0.019533098,0.039066196,0.019533098
FDY37,17.0,Regular,0.026568875,Canned,142.047,OUT046,1997,Small,Tier 1,Supermarket Type1,3149.234,FOOD,16,1976.0,0.026548492400000002,1.0007677498101548,4.9631732475879895,0.45167087499999997,272.0,3.774028987125,0.026568875,0.026568875,0.026568875
FDS35,9.3,Low Fat,0.111127966,Breads,63.1826,OUT013,1987,High,Tier 3,Supermarket Type1,2002.0606,FOOD,26,1978.0,0.11133328583333334,0.9981558090934215,4.161732145923796,1.0334900838,241.8,7.0213538245916,0.333383898,0.333383898,0.111127966
DRD60,15.7,Low Fat,0.03723211,Soft Drinks,183.1634,OUT046,1997,Small,Tier 1,Supermarket Type1,5634.6654,Drinks,16,1953.0,0.04192011666666667,0.8881680911352425,5.215823407009925,0.5845441269999999,251.2,6.819559856773999,0.03723211,0.03723211,0.03723211
DRP47,15.75,Low Fat,0.140603316,Hard Drinks,252.8382,OUT046,1997,Small,Tier 1,Supermarket Type1,6308.455,Drinks,16,1966.0,0.14082754225,0.9984077954751072,5.536697056168802,2.214502227,252.0,35.5498893314712,0.140603316,0.140603316,0.140603316
NCY41,16.75,Low Fat,0.075368868,Health and Hygiene,35.2532,OUT027,1985,Medium,Tier 3,Supermarket Type3,970.7364,Non-Consumable,28,1972.0,0.08307118442857143,0.9072805271580755,3.590527653266668,1.262428539,469.0,2.6569937773776,0.150737736,0.22610660400000002,0.22610660400000002
FDR59,14.5,Regular,0.063962842,Breads,263.1594,OUT049,1999,Medium,Tier 1,Supermarket Type1,2616.594,FOOD,14,1954.0,0.069269363875,0.9233929463452865,5.576552708818542,0.9274612090000001,203.0,16.832423123014802,0.127925684,0.063962842,0.063962842
FDM36,11.65,Regular,0.102830104,Baking Goods,172.6422,OUT019,1985,Small,Tier 1,Grocery Store,344.8844,FOOD,28,1977.0,0.06504203142857143,1.5809792797281723,5.15699686024286,1.1979707116,326.2,17.7528153807888,0.102830104,0.102830104,0.0
NCI42,18.75,Low Fat,0.01031535,Household,208.4954,OUT027,1985,Medium,Tier 3,Supermarket Type3,3751.1172,Non-Consumable,28,1971.0,0.010365138833333334,0.9951965107140467,5.34470178208056,0.19341281249999998,525.0,2.15070302439,0.0206307,0.030946049999999996,0.030946049999999996
FDA31,7.1,Low Fat,0.110633958,Fruits and Vegetables,173.808,OUT017,2007,Small,Tier 2,Supermarket Type1,1211.756,FOOD,6,1982.0,0.110329866,1.0027562074624472,5.163688228764566,0.7855011018,42.599999999999994,19.229066972064,0.110633958,0.221267916,0.110633958
FDY33,14.5,Regular,0.109436604,Snack Foods,159.3262,OUT035,2004,Small,Tier 2,Supermarket Type1,2864.2716,FOOD,9,1980.0,0.10943660399999999,1.0000000000000002,5.077210489803423,1.586830758,130.5,17.436118256224802,0.109436604,0.218873208,0.109436604
FDV40,17.35,Low Fat,0.014721579,Frozen Foods,73.1038,OUT045,2002,Small,Tier 2,Supermarket Type1,886.8456,FOOD,11,1973.0,0.01469548175,1.0017758689673444,4.305466813038444,0.25541939565000005,190.85000000000002,1.0762033669002,0.014721579,0.029443158,0.014721579
NCW17,18.0,Low Fat,0.019465205,Health and Hygiene,128.6994,OUT018,2009,Medium,Tier 3,Supermarket Type2,2441.4886,Non-Consumable,4,1996.0,0.0193815905,1.0043141196281078,4.865219465251559,0.35037368999999996,72.0,2.505160204377,0.03893041,0.058395615,0.03893041
FDN38,6.615,Regular,0.091895319,Canned,248.6408,OUT013,1987,High,Tier 3,Supermarket Type1,3504.7712,FOOD,26,1975.0,0.10355956233333334,0.8873668150915032,5.520023084675352,0.607887535185,171.99,22.848925632415202,0.275685957,0.275685957,0.091895319
FDQ11,5.695,Regular,0.118535581,Breads,256.3988,OUT019,1985,Small,Tier 1,Grocery Store,256.9988,FOOD,28,2002.0,0.0778548842,1.5225195210039244,5.550626633146497,0.6750601337950001,159.46,30.3923807257028,0.118535581,0.118535581,0.0
FDG34,11.5,Regular,0.037646623,Snack Foods,107.5254,OUT045,2002,Small,Tier 2,Supermarket Type1,325.5762,FOOD,11,1979.0,0.04121846014285714,0.9133437510649918,4.68698424696555,0.43293616449999994,126.5,4.0479681967242,0.037646623,0.075293246,0.037646623
NCN14,19.1,Low Fat,0.092060694,Others,183.7608,OUT049,1999,Medium,Tier 1,Supermarket Type1,4777.7808,Non-Consumable,14,1999.0,0.11377942816666668,0.8091154568394158,5.219062015494576,1.7583592554,267.40000000000003,16.9171467779952,0.184121388,0.092060694,0.092060694
FDY46,18.6,Low Fat,0.04765803,Snack Foods,188.3898,OUT027,1985,Medium,Tier 3,Supermarket Type3,5238.5144,FOOD,28,1967.0,0.047927749666666665,0.9943723694823449,5.243807325025121,0.8864393580000001,520.8000000000001,8.978286740094,0.09531606,0.14297409,0.14297409
FDS11,7.05,Regular,0.05587277,Breads,222.1088,OUT017,2007,Small,Tier 2,Supermarket Type1,4026.7584,FOOD,6,2002.0,0.06253156833333333,0.8935130125341225,5.407659544856013,0.39390302850000003,42.3,12.409833897376,0.05587277,0.11174554,0.05587277
NCA53,11.395,Low Fat,0.017295906,Health and Hygiene,47.1034,OUT019,1985,Small,Tier 1,Grocery Store,145.8102,Non-Consumable,28,1960.0,0.011136618000000001,1.553066289963434,3.873352860684259,0.19708684887,319.06,0.8146959786804,0.017295906,0.017295906,0.0
NCN30,16.35,Low Fat,0.02844314,Household,98.141,OUT010,1998,Small,Tier 3,Grocery Store,386.164,Non-Consumable,15,1983.0,0.018896456500000002,1.5052102493396047,4.5965430792875726,0.465045339,245.25000000000003,2.79143820274,0.02844314,0.08532941999999999,0.0
FDW32,18.35,Regular,0.094296835,Fruits and Vegetables,84.3882,OUT046,1997,Small,Tier 1,Supermarket Type1,1116.5466,FOOD,16,1981.0,0.11355691257142857,0.8303927331652861,4.447207917945606,1.73034692225,293.6,7.9575401713469995,0.094296835,0.094296835,0.094296835
NCR42,9.105,Low Fat,0.064410783,Household,33.39,OUT010,1998,Small,Tier 3,Grocery Store,33.29,Non-Consumable,15,1971.0,0.04722342066666666,1.3639584361042547,3.537765824444175,0.586460179215,136.57500000000002,2.15067604437,0.064410783,0.193232349,0.0
FDU33,7.63,Regular,0.134684292,Snack Foods,47.0402,OUT035,2004,Small,Tier 2,Supermarket Type1,1470.0864,FOOD,9,1980.0,0.16510747200666667,0.8157371096721883,3.8720381604004523,1.02764114796,68.67,6.3355760325384,0.134684292,0.269368584,0.134684292
FDN15,17.5,Low Fat,0.029299175,Meat,140.318,OUT019,1985,Small,Tier 1,Grocery Store,139.818,FOOD,28,1998.0,0.020144572285714285,1.4544451271759087,4.951012670112283,0.5127355625,490.0,4.111201637650001,0.029299175,0.029299175,0.0
FDD51,11.15,Low Fat,0.210021713,Dairy,44.2744,OUT019,1985,Small,Tier 1,Grocery Store,90.5488,FOOD,28,1962.0,0.1378631344,1.523407355519983,3.8127417513348942,2.3417420999500003,312.2,9.2985853300472,0.210021713,0.210021713,0.0
FDF14,7.55,Low Fat,0.027224917,Canned,152.934,OUT045,2002,Small,Tier 2,Supermarket Type1,2450.144,FOOD,11,1999.0,0.0272312885,0.9997660228233417,5.036523939122075,0.20554812335,83.05,4.163615456478,0.027224917,0.054449834,0.027224917
NCN19,13.1,Low Fat,0.021184746,Others,189.553,OUT019,1985,Small,Tier 1,Grocery Store,379.506,Non-Consumable,28,1994.0,0.0139376618,1.5199641305688734,5.249930371095174,0.2775201726,366.8,4.015632158538,0.021184746,0.021184746,0.0
NCO43,5.5,Low Fat,0.047059016,Others,100.1016,OUT013,1987,High,Tier 3,Supermarket Type1,2125.2336,Non-Consumable,26,1970.0,0.04720297775,0.9969501553320966,4.616125951816133,0.258824588,143.0,4.7106827960256,0.141177048,0.141177048,0.047059016
FDT19,7.59,Regular,0.14526636,Fruits and Vegetables,172.908,OUT049,1999,Medium,Tier 1,Supermarket Type1,6231.888,FOOD,14,1994.0,0.145098343,1.0011579525756542,5.158526423752369,1.1025716724,106.25999999999999,25.11771577488,0.29053272,0.14526636,0.14526636
DRK12,9.5,Low Fat,0.041851461,Soft Drinks,31.49,OUT013,1987,High,Tier 3,Supermarket Type1,466.06,Drinks,26,2001.0,0.041930889857142856,0.9981057197351769,3.4809323496810087,0.3975888795,247.0,1.3179025068899999,0.125554383,0.125554383,0.041851461
DRM49,6.11,Regular,0.152262171,Soft Drinks,44.4086,OUT045,2002,Small,Tier 2,Supermarket Type1,1159.8236,Drinks,11,1964.0,0.152207128,1.0003616322094981,3.8157015144209896,0.93032186481,67.21000000000001,6.7617498470706,0.152262171,0.304524342,0.152262171
FDX43,5.655,Low Fat,0.085757338,Fruits and Vegetables,164.75,OUT017,2007,Small,Tier 2,Supermarket Type1,1498.05,FOOD,6,1970.0,0.09501572133333334,0.9025594585463056,5.110480629065972,0.48495774639000006,33.93,14.1285214355,0.085757338,0.171514676,0.085757338
FDS14,7.285,Low Fat,0.049954435,Dairy,156.5288,OUT035,2004,Small,Tier 2,Supermarket Type1,2356.932,FOOD,9,1999.0,0.04998065,0.9994754970173456,5.059608298692215,0.363918058975,65.565,7.819307765227999,0.049954435,0.09990887,0.049954435
NCK07,10.65,Low Fat,0.048762383,Others,165.2526,OUT049,1999,Medium,Tier 1,Supermarket Type1,3946.8624,Non-Consumable,14,2006.0,0.04879317983333333,0.9993688291388565,5.1135083185114185,0.51931937895,149.1,8.0581105729458,0.097524766,0.048762383,0.048762383
FDO19,17.7,Regular,0.017998205375,Fruits and Vegetables,46.8034,OUT017,2007,Small,Tier 2,Supermarket Type1,923.4646,FOOD,6,1994.0,0.017998205375000003,0.9999999999999998,3.867096766674926,0.3185682351375,106.19999999999999,0.842377205448275,0.017998205375,0.03599641075,0.017998205375
FDH32,12.8,Low Fat,0.075996742,Fruits and Vegetables,97.141,OUT013,1987,High,Tier 3,Supermarket Type1,2799.689,FOOD,26,1981.0,0.07606305166666667,0.9991282276320275,4.5864052201350125,0.9727582976000001,332.8,7.382399514622001,0.22799022600000002,0.22799022600000002,0.075996742
NCZ41,19.85,Low Fat,0.0645285495,Health and Hygiene,126.1704,OUT018,2009,Medium,Tier 3,Supermarket Type2,1877.556,Non-Consumable,4,1972.0,0.0645285495,1.0,4.845527919423636,1.2808917075750001,79.4,8.1415929018348,0.129057099,0.1935856485,0.129057099
FDL32,15.7,Regular,0.204984538,Fruits and Vegetables,111.0544,OUT010,1998,Small,Tier 3,Grocery Store,223.7088,FOOD,15,1981.0,0.16630633025,1.2325720716214288,4.718984467659808,3.2182572466,235.5,22.7644348768672,0.204984538,0.614953614,0.0
FDC44,15.6,Low Fat,0.173573164,Fruits and Vegetables,114.4518,OUT017,2007,Small,Tier 2,Supermarket Type1,2390.8878,FOOD,6,1969.0,0.1726662592,1.0052523567962952,4.7488531268439695,2.7077413584,93.6,19.865761051495202,0.173573164,0.347146328,0.173573164
FDQ59,9.8,Regular,0.056339618,Breads,84.2908,OUT013,1987,High,Tier 3,Supermarket Type1,755.0172,FOOD,26,1954.0,0.05640073325,0.9989164103642216,4.44606659405019,0.5521282564000001,254.8,4.748911472914401,0.169018854,0.169018854,0.056339618
NCO54,19.5,Low Fat,0.014262413,Household,57.1614,OUT013,1987,High,Tier 3,Supermarket Type1,331.5684,Non-Consumable,26,1959.0,0.015627688875,0.9126373780588846,4.063221904462372,0.2781170535,507.0,0.8152594944582,0.042787239,0.042787239,0.014262413
DRH36,16.2,Low Fat,0.03338006,Soft Drinks,74.0696,OUT046,1997,Small,Tier 1,Supermarket Type1,1416.8224,Drinks,16,1977.0,0.0384429222,0.8683018378868192,4.318415683210518,0.5407569720000001,259.2,2.472447692176,0.03338006,0.03338006,0.03338006
FDY35,17.6,Regular,0.016024651,Breads,44.0402,OUT035,2004,Small,Tier 2,Supermarket Type1,597.2226,FOOD,9,1978.0,0.019295703857142858,0.8304776606564688,3.807555424318912,0.28203385760000005,158.4,0.7057288349702,0.016024651,0.032049302,0.016024651
FDA46,13.6,Low Fat,0.11830085,Snack Foods,196.2136,OUT017,2007,Small,Tier 2,Supermarket Type1,1944.136,FOOD,6,1967.0,0.11770163299999999,1.0050909828923105,5.284287405307764,1.60889156,81.6,23.21223566156,0.11830085,0.2366017,0.11830085
NCL18,18.85,Low Fat,0.167552202,Household,193.1136,OUT035,2004,Small,Tier 2,Supermarket Type1,2332.9632,Non-Consumable,9,1995.0,0.17621031414857144,0.9508648957899742,5.268443554696174,3.1583590077000006,169.65,32.3566089161472,0.167552202,0.335104404,0.167552202
FDL57,15.1,Regular,0.067181098,Snack Foods,258.8304,OUT049,1999,Medium,Tier 1,Supermarket Type1,5424.9384,FOOD,14,1956.0,0.07554532583333333,0.8892819940735137,5.560029110477992,1.0144345797999998,211.4,17.3885104677792,0.134362196,0.067181098,0.067181098
NCP50,17.35,Low Fat,0.023132100333333332,Others,79.2618,OUT018,2009,Medium,Tier 3,Supermarket Type2,966.7416,Non-Consumable,4,1963.0,0.023132100333333332,1.0,4.385293791699173,0.40134194078333335,69.4,1.8334919102005998,0.046264200666666665,0.069396301,0.046264200666666665
FDZ25,15.7,Regular,0.027619404400000002,Canned,169.879,OUT019,1985,Small,Tier 1,Grocery Store,339.558,FOOD,28,1988.0,0.027619404400000002,1.0,5.1409557036947815,0.43362464908000004,439.59999999999997,4.6919568000676,0.027619404400000002,0.027619404400000002,0.0
